DATE,p_saving_rate,mortgage_rate,IPI_Cement,PPI_Cement,permit,PPI_Concrete,population,new_private_house,emratio,income,new_private_hw_under,GDP,home_ow_rate,house_st,total_emp_cons,labor_percent,all_Const_Emp,monthly_supply,unemployed_rate,MSPUS,target
01-12-2020,11.275,2.684,105.794,259.6,1760,5.577084822,332047,5564.65696,57.4,19775.2,1262,22024.502,65.7,1663,7355,61.5,837.6,4.1,6.7,358700,234.39
01-01-2021,11.275,2.735,107.7894,260.7,1866,5.577841251,331992,5359.828665,57.5,21760.9,1282,22600.185,65.6,1602,7363,61.3,842.5,4,6.3,369800,236.468
01-02-2021,11.275,2.81,94.1235,261.3,1700,5.581238122,331968,5253.093878,57.6,20254,1286,22600.185,65.6,1422,7291,61.4,846.2,4.9,6.2,369800,239.252
01-03-2021,11.275,3.0825,99.3792,261.2,1731,5.580861261,332007,5923.899973,57.8,24471.8,1308,22600.185,65.6,1700,7395,61.5,858,4.4,6.1,369800,244.249
01-04-2021,11.275,3.06,102.5381,268,1714,5.586124431,332073,5820.142955,57.9,21304.2,1320,23292.362,65.5,1484,7406,61.6,854.3,4.7,6.1,382600,249.856
01-05-2021,9.9,2.9625,99.2814,268.2,1680,5.598421959,332144,5325.825724,58,20899.7,1338,23292.362,65.5,1600,7394,61.5,855.8,5.6,5.8,382600,255.481
01-06-2021,8.7,2.975,96.703,268.4,1644,5.598421959,332231,5137.099576,58,20934.3,1372,23292.362,65.5,1661,7400,61.7,857.8,5.8,5.9,382600,261.206
01-07-2021,9.4,2.868,95.8351,269.453,1618,5.608797575,332358,5442.568718,58.4,21156.5,1387,23828.973,65.4,1593,7415,61.8,867.2,5.7,5.4,411200,265.545
01-08-2021,8.7,2.8425,95.9847,271.193,1837,5.608797575,332489,5204.706303,58.6,21207.3,1412,23828.973,65.4,1576,7431,61.7,873.6,6.5,5.2,411200,268.821
01-09-2021,7.2,2.9,96.9222,271.694,1636,5.608797575,332594,4820.556519,58.8,21051.2,1437,23828.973,65.4,1560,7472,61.7,879.9,6,4.8,411200,271.474
01-10-2021,6.6,3.0675,97.2735,271.977,1727,5.608797575,332692,4949.613065,59,21201.4,1464,24654.603,65.5,1572,7514,61.8,882.8,6.8,4.5,423600,273.682
01-11-2021,6.2,3.0675,101.2447,270.722,1775,5.633628215,332790,5579.340204,59.4,21297.7,1493,24654.603,65.5,1712,7560,61.9,889.2,6,4.2,423600,276.049
01-12-2021,6.1,3.098,105.87,271.163,1948,5.633628215,332876,5325.825724,59.5,21352.9,1526,24654.603,65.5,1787,7594,62,896.4,5.6,3.9,423600,278.63
01-01-2022,4.1,3.445,102.9497,280.267,1898,5.685435188,332918,4935.243217,59.7,21294.8,1553,25029.116,65.4,1669,7590,62.2,902.9,5.8,4,433100,282.015
01-02-2022,4.1,3.7625,101.875,281.955,1817,5.711426518,332959,5491.345503,59.8,21426.2,1581,25029.116,65.4,1771,7669,62.2,910.6,6.2,3.8,433100,287.258
01-03-2022,3.4,4.172,101.5162,281.915,1877,5.711426518,333056,5418.209748,60.1,21510.5,1631,25029.116,65.4,1713,7692,62.4,913.6,7,3.6,433100,295.081
01-04-2022,3.1,4.9825,97.823,287.439,1795,5.722450472,333184,5442.568718,59.9,21581.3,1667.5,25544.273,65.9,1803,7698,62.2,918.3,8.5,3.6,449300,301.728
01-05-2022,3.1,5.23,98.8438,287.567,1708,5.722450472,333317,5859.630519,60,21657.1,1667.5,25544.273,65.9,1543,7736,62.3,925.1,8.3,3.6,449300,306.506
01-06-2022,2.7,5.522,100.5367,288.522,1701,5.738872875,333460,5594.030405,59.9,21740.7,1667.5,25544.273,65.9,1561,7749,62.2,921.4,9.5,3.6,449300,308.301
01-07-2022,3.5,5.4125,99.3388,296.731,1658,5.738872875,333624,5613.628141,59.9,21910.5,1667.5,25994.639,66,1371,7773,62.1,924.1,10.1,3.5,468000,307.136
01-08-2022,3.2,5.2225,97.9552,299.595,1586,5.738872875,333799,5413.340315,60.1,22024.3,1667.5,25994.639,66,1505,7781,62.3,924.5,8.7,3.7,468000,303.686
01-09-2022,3,6.112,98.9721,301.55,1588,5.742656974,333976,5820.142955,60.1,22121.5,1667.5,25994.639,66,1463,7797,62.3,924.6,9.7,3.5,468000,300.503
01-10-2022,3,6.9,99.6175,306.085,1555,5.742656974,334141,5379.276376,60,22242.2,1667.5,26408.405,65.9,1432,7814,62.2,929.5,9.7,3.7,479500,298.727
01-11-2022,3.3,6.805,92.0686,307.269,1402,5.742656974,334287,6342.172793,59.9,22267.7,1667.5,26408.405,65.9,1427,7833,62.2,929,9.4,3.6,479500,296.923
01-12-2022,3.4,6.364,92.3086,307.445,1409,5.742656974,334420,5584.236165,60.1,22312.3,1667.5,26408.405,65.9,1357,7859,62.3,934.3,8.5,3.5,479500,294.415
01-01-2023,4.4,6.2725,95.9918,322.376,1354,5.806197657,334533,5520.649086,60.2,22525.3,1667.5,26813.601,66,1340,7885,62.4,935.8,8.1,3.4,429000,292.849
01-02-2023,4.7,6.2575,98.5209,326.256,1482,5.806197657,334637,6512.914619,60.2,22648.4,1667.5,26813.601,66,1436,7899,62.5,931.7,8.4,3.6,429000,293.468
01-03-2023,5.2,6.544,93.3392,326.838,1437,5.811221828,334753,6267.106393,60.4,22757.9,1667.5,26813.601,66,1380,7890,62.6,931.6,8.1,3.5,429000,297.316
01-04-2023,5.2,6.3425,92.2793,327.097,1417,5.821432168,334880,5711.801065,60.4,22815.8,1667.5,27063.012,65.9,1348,7901,62.6,928.1,7.6,3.4,418500,301.469
01-05-2023,5.3,6.425,97.6334,329.026,1496,5.821432168,335013,6297.113648,60.3,22893.1,1667.5,27063.012,65.9,1583,7926,62.6,927.8,7.2,3.7,418500,305.427
01-06-2023,4.9,6.714,97.0416,328.71,1441,5.821432168,335163,6087.608141,60.3,22941.5,1667.5,27063.012,65.9,1418,7955,62.6,929.5,7.5,3.6,418500,308.307
01-07-2023,4.1,6.84,94.5577,331.181,1443,5.821432168,335329,5311.26497,60.4,22994.3,1667.5,27623.543,66,1451,7967,62.6,922.6,7,3.5,431000,310.162
